number_staff 4
number_drone 4
droneLimitationFightTime(s) 3600
Customers 100 
Coordinate X		 Coordinate Y 		Demand		OnlyServicedByStaff		 ServiceTimeByTruck(s)		 ServiceTimeByDrone(s)
14510.730469537053	16240.790658465039	0.05	0	60 	30
3257.5644160988672	-28778.7319057163	0.05	1	60 	30
-26010.149074791145	11773.501455714202	0.04	1	60 	30
-13593.462843994734	31186.42856352703	0.09	1	60 	30
2537.364002623351	5431.742605414772	0.02	0	60 	30
9828.921964372461	-19124.23461731519	0.05	1	60 	30
-14682.63612346668	8567.923096722525	0.07	0	60 	30
7073.756058219457	8872.889465381939	0.04	1	60 	30
-29255.190775158022	-16206.595044094227	0.08	1	60 	30
-31136.838034216897	29793.025785572096	0.06	0	60 	30
1291.3190797969316	9344.512292517398	0.01	1	60 	30
-2850.563057737646	-190.12198586718932	0.02	0	60 	30
30765.693985850765	-10055.65142762897	0.08	1	60 	30
-30995.562373344226	7129.718885724239	0.08	1	60 	30
-23399.03722307558	18824.228455307602	0.05	1	60 	30
25647.467566662468	27021.773089305978	0.08	1	60 	30
-28226.84284413006	1085.278017141891	0.04	1	60 	30
28070.774086825786	19592.505326860697	0.04	0	60 	30
-4162.148968484656	-2880.3203782841124	0.03	0	60 	30
-759.1325972690446	-29769.032471952632	0.1	0	60 	30
11876.715908904187	-7167.231787760733	0.06	1	60 	30
-15983.306267723532	3735.836282347655	0.09	1	60 	30
14148.261949664964	8208.499604440996	0.02	0	60 	30
27100.78427552716	11116.921814875921	0.02	1	60 	30
-13305.749948723156	-8742.274439834873	0.05	0	60 	30
19826.501886228496	-17751.193382374313	0.06	1	60 	30
-17632.06550989255	-9537.648092662312	0.06	0	60 	30
19536.86203064895	566.1849902630122	0.01	1	60 	30
-31520.084902214938	20567.960864141784	0.08	1	60 	30
-12313.940071110006	30811.544144468528	0.05	1	60 	30
2583.4812021292155	18277.30361714868	0.08	0	60 	30
-31151.404945629765	-31191.89002763354	0.04	0	60 	30
30539.5170452668	-21378.262738966987	0.07	1	60 	30
10822.836062046115	-12291.970164648812	0.04	0	60 	30
31317.25618599842	-7361.457778320394	0.02	1	60 	30
-21031.86042493415	8157.885834147501	0.09	0	60 	30
25979.1179563954	-12550.74443494366	0.04	0	60 	30
13371.964461553156	-31637.63642203223	0.04	1	60 	30
-618.5622037109706	15907.760630257575	0.03	1	60 	30
11707.705103277347	11170.06161591093	0.05	0	60 	30
-7662.437862476867	27867.52613510243	0.09	1	60 	30
12920.482889796753	-21106.139110141325	0.06	1	60 	30
-5654.340002865873	2423.5888134885504	0.04	1	60 	30
25536.00840852871	4500.800234402715	0.05	1	60 	30
-8811.599199297485	-15270.58760261692	0.06	1	60 	30
-15184.796363607362	12726.80668411269	0.1	0	60 	30
22814.975582642255	-26675.306354701675	0.08	1	60 	30
24080.582838564045	16311.850786156336	0.08	1	60 	30
-5738.092128562071	6246.227606392589	0.06	1	60 	30
-25841.334347536358	18704.15040274082	0.05	0	60 	30
28442.646130755507	-26571.50024707104	0.09	1	60 	30
-17830.927906177116	24393.16806966525	0.09	0	60 	30
-22978.407781991547	-13530.707290483639	0.02	1	60 	30
-27309.99519062195	30387.05244566232	0.07	1	60 	30
4743.346700002006	28594.967058293554	0.06	1	60 	30
3465.182222068702	17191.075153903763	0.04	1	60 	30
-5612.936910872394	5582.651286927935	0.02	0	60 	30
-21019.84793422934	-26262.89364398092	0.07	1	60 	30
-22601.364658797364	-17358.974509688698	0.04	0	60 	30
-30598.94576872008	6807.570432061986	0.08	1	60 	30
13295.059503005332	22102.27806530224	0.01	0	60 	30
16633.21345188104	22226.963667908272	0.04	0	60 	30
16989.077352071996	18477.67598103869	0.04	1	60 	30
-931.866036549568	26157.647169947595	0.07	1	60 	30
-15098.129073740622	7896.34244421057	0.01	0	60 	30
13933.39810629371	-13403.964530312938	0.09	0	60 	30
-7528.884693982515	28817.593428999855	0.07	1	60 	30
14161.904505140104	13723.996580357907	0.04	0	60 	30
-4507.267544089666	-21150.418096524074	0.04	1	60 	30
27740.674700582713	24519.7166296956	0.1	0	60 	30
-1181.8061761673157	-7025.827075537602	0.06	1	60 	30
-13862.399344846293	4338.533943800387	0.08	1	60 	30
13295.005535763486	17732.40562699115	0.1	0	60 	30
6963.173997870559	-1318.8723032040352	0.04	0	60 	30
10416.547241857394	-24283.7790362369	0.07	1	60 	30
-3468.859826492848	14440.02249972072	0.03	1	60 	30
-28506.629701857015	-407.1739109901022	0.09	1	60 	30
29025.858024923273	26008.861381816787	0.08	0	60 	30
15503.96777849471	-26513.59391139609	0.02	0	60 	30
13884.633250547045	-24136.529208358428	0.09	0	60 	30
26512.645358500413	17464.490449338235	0.08	0	60 	30
11542.150437821647	-2813.9580824050386	0.05	1	60 	30
20100.828923244557	26412.937248009846	0.09	1	60 	30
-1172.8035686922115	7843.242171465611	0.05	0	60 	30
-6225.0559684055215	-4392.562151607896	0.03	0	60 	30
25729.36788982528	29830.351877654506	0.07	1	60 	30
17994.01795728816	-15436.250596673297	0.05	1	60 	30
-16744.614280734262	29436.5748799578	0.02	1	60 	30
-11295.387754917492	3064.9804922499225	0.06	1	60 	30
20653.358348275426	20692.89187348235	0.06	0	60 	30
23334.398900370175	-9389.79096218875	0.09	1	60 	30
27052.606461380743	32029.60757168559	0.07	0	60 	30
-12287.536166073174	12248.342004377018	0.01	1	60 	30
20469.403147302626	2780.488669685106	0.02	0	60 	30
4913.419793012881	-27004.253905863374	0.01	1	60 	30
20160.627208753554	14132.620212357242	0.08	1	60 	30
15063.959450700486	-28405.147147361266	0.05	0	60 	30
-10012.619621770118	-12260.610536963602	0.09	0	60 	30
11800.781915953285	-15738.477061241118	0.1	1	60 	30
5927.671317814457	-3106.061497869487	0.06	1	60 	30
